Producto,Cadereyta Precio por unidad,Cadereyta Cantidad ordenada,Coahuila Precio por unidad,Coahuila Cantidad ordenada,Durango Precio por unidad,Durango Cantidad ordenada,Expos F Precio por unidad,Expos F Cantidad ordenada,Laredo Precio por unidad,Laredo Cantidad ordenada,Monterrey Precio por unidad,Monterrey Cantidad ordenada,Online Precio por unidad,Online Cantidad ordenada,Queretaro Precio por unidad,Queretaro Cantidad ordenada,Reynosa Precio por unidad,Reynosa Cantidad ordenada,San Luis Precio por unidad,San Luis Cantidad ordenada,Fecha
Producto 43,0.0,0,18209.69,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-07
Producto 151,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15249.22,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-07
Producto 23,0.0,0,25218.34,3.5,0.0,0,0.0,0,0.0,0,18635.07,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-07
Producto 57,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,40215.79,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-07
Producto 59,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8154.71,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-07
Producto 60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12138.789999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-07
Producto 1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2860.57,3.5,0.0,0,0.0,0,2022-06-08
Producto 265,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2624.38,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 133,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4558.28,3.5,0.0,0,0.0,0,2022-06-08
Producto 6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13929.42,3.5,2022-06-08
Producto 82,0.0,0,0.0,0,0.0,0,0.0,0,6996.08,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 77,0.0,0,0.0,0,0.0,0,0.0,0,14668.820000000002,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 8,0.0,0,0.0,0,0.0,0,0.0,0,8069.36,3.5,7118.589999999999,7,0.0,0,0.0,0,0.0,0,7282.87,7,2022-06-08
Producto 9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8045.476666666667,10.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 12,0.0,0,3580.68,3.5,0.0,0,0.0,0,0.0,0,3030.245,7,0.0,0,3349.2200000000003,7,0.0,0,0.0,0,2022-06-08
Producto 68,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2947.66,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 27,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3879.94,3.5,2022-06-08
Producto 108,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6388.79,3.5,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 69,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4684.4800000000005,3.5,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 15,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7196.63,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 30,0.0,0,3287.435,7,0.0,0,0.0,0,0.0,0,2817.7999999999997,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 16,4765.5199999999995,3.5,7465.5,3.5,0.0,0,0.0,0,0.0,0,5141.93,10.5,0.0,0,0.0,0,0.0,0,5443.67,14,2022-06-08
Producto 31,8103.03,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 71,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6951.08,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 21,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1447.9783333333332,21,1570.8700000000001,3.5,1649.41,3.5,0.0,0,0.0,0,2022-06-08
Producto 96,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,18482.66,3.5,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 91,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6435.55,3.5,0.0,0,2022-06-08
Producto 172,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5283.62,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11835.570000000002,3.5,0.0,0,0.0,0,2022-06-08
Producto 135,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8477.28,3.5,0.0,0,0.0,0,2022-06-08
Producto 54,0.0,0,16508.45,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 268,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9654.870000000004,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 269,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1019.12,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-08
Producto 133,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4318.49,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-09
Producto 6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14662.539999999999,3.5,2022-06-09
Producto 77,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12356.5,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-09
Producto 8,0.0,0,7282.87,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7282.87,3.5,0.0,0,0.0,0,2022-06-09
Producto 9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8412.273333333333,10.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-09
Producto 10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10404.98,3.5,0.0,0,10925.23,3.5,0.0,0,0.0,0,2022-06-09
Producto 11,0.0,0,2696.604,17.5,0.0,0,0.0,0,3261.8300000000004,3.5,2570.8966666666665,10.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-09
Producto 12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3030.245,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-09
Producto 13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5414.13,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-09
Producto 27,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3190.0,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-09
Producto 28,0.0,0,5291.22,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-09
Producto 30,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3221.0,14,0.0,0,0.0,0,0.0,0,3114.415,7,2022-06-09
Producto 16,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4482.280000000001,10.5,0.0,0,3882.1,17.5,2022-06-09
Producto 31,0.0,0,4267.320000000001,7,0.0,0,0.0,0,0.0,0,7715.62,3.5,0.0,0,0.0,0,0.0,0,9209.92,3.5,2022-06-09
Producto 21,0.0,0,0.0,0,0.0,0,0.0,0,1438.98,3.5,1568.42,3.5,0.0,0,0.0,0,0.0,0,1410.25,3.5,2022-06-09
Producto 270,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14127.300000000001,3.5,0.0,0,0.0,0,2022-06-09
Producto 91,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6974.14,3.5,0.0,0,0.0,0,0.0,0,2022-06-09
Producto 36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9840.4,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-09
Producto 74,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7598.445,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-09
Producto 118,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9650.66,3.5,0.0,0,0.0,0,2022-06-09
Producto 54,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14670.91,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-09
Producto 23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,21740.91,3.5,2022-06-09
Producto 58,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8269.83,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-09
Producto 104,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8538.130000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-09
Producto 60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11531.85,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-09
Producto 1,0.0,0,3832.7200000000003,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 92,0.0,0,4623.4400000000005,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7346.55,3.5,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 6,0.0,0,9334.53,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5792.900000000001,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7525.25,3.5,0.0,0,6678.410000000001,3.5,0.0,0,0.0,0,2022-06-10
Producto 10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10837.630000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3140.5299999999997,3.5,0.0,0,3218.61,3.5,0.0,0,0.0,0,2022-06-10
Producto 12,0.0,0,3908.82,3.5,0.0,0,0.0,0,0.0,0,3580.68,3.5,0.0,0,3981.206666666668,10.5,0.0,0,3517.94,7,2022-06-10
Producto 47,0.0,0,0.0,0,0.0,0,0.0,0,5804.74,3.5,0.0,0,0.0,0,4715.08,3.5,0.0,0,0.0,0,2022-06-10
Producto 13,0.0,0,0.0,0,5673.589999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 14,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5749.54,3.5,2022-06-10
Producto 69,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6328.97,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 28,0.0,0,5792.3099999999995,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6725.474999999999,7,2022-06-10
Producto 29,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8943.59,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 16,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4765.5199999999995,3.5,0.0,0,0.0,0,0.0,0,8193.99,3.5,2022-06-10
Producto 17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11271.39,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 61,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2554.31,3.5,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 71,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6292.88,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 63,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10343.97,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 271,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1053.28,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 21,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1379.3100000000002,52.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 272,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11298.49,3.5,0.0,0,0.0,0,2022-06-10
Producto 22,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6849.63,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9840.4,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 239,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,17921.510000000002,3.5,2022-06-10
Producto 54,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,20592.215,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 76,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,16262.25,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,22109.91,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 23,0.0,0,29136.510000000002,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 273,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,93684.09999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 184,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,65514.659999999996,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 274,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,30869.55,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-10
Producto 133,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4545.78,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5683.38,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 93,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13184.370000000004,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 7,0.0,0,0.0,0,7027.910000000001,3.5,0.0,0,0.0,0,6008.26,3.5,0.0,0,6008.86,3.5,0.0,0,0.0,0,2022-06-11
Producto 8,0.0,0,8404.97,7,0.0,0,0.0,0,9390.9,3.5,7385.165,7,0.0,0,0.0,0,0.0,0,8123.935000000002,7,2022-06-11
Producto 9,0.0,0,7775.339999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10512.5,3.5,0.0,0,0.0,0,12222.44,3.5,0.0,0,2022-06-11
Producto 275,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6231.900000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 11,0.0,0,3218.61,3.5,0.0,0,0.0,0,0.0,0,2963.1666666666665,10.5,0.0,0,0.0,0,0.0,0,3218.6150000000002,7,2022-06-11
Producto 12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4038.94,7,0.0,0,3908.82,3.5,0.0,0,4137.41,3.5,2022-06-11
Producto 47,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4490.55,3.5,0.0,0,0.0,0,0.0,0,4715.08,3.5,2022-06-11
Producto 13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5972.1900000000005,3.5,0.0,0,5673.589999999999,3.5,2022-06-11
Producto 14,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5475.76,3.5,0.0,0,0.0,0,0.0,0,4915.86,3.5,2022-06-11
Producto 28,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6754.55,3.5,0.0,0,7465.5599999999995,3.5,0.0,0,0.0,0,2022-06-11
Producto 29,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8496.41,3.5,0.0,0,0.0,0,8260.4,3.5,0.0,0,2022-06-11
Producto 15,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7630.14,3.5,0.0,0,0.0,0,0.0,0,11790.67,3.5,2022-06-11
Producto 30,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3293.9700000000003,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.5,2022-06-11
Producto 71,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5609.2699999999995,3.5,0.0,0,6380.545000000001,7,0.0,0,0.0,0,2022-06-11
Producto 72,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8213.390000000001,3.5,0.0,0,0.0,0,2022-06-11
Producto 134,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10127.675,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6710.455,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5171.55,3.5,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 276,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4858.79,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 21,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2036.91,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 64,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3321.4500000000003,3.5,0.0,0,0.0,0,2022-06-11
Producto 73,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13996.210000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 22,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8412.07,3.5,7192.11,3.5,0.0,0,0.0,0,2022-06-11
Producto 50,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9258.01,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11851.92,3.5,0.0,0,2022-06-11
Producto 189,0.0,0,0.0,0,24492.21,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 52,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3640.23,3.5,2022-06-11
Producto 38,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3396.89,3.5,0.0,0,0.0,0,0.0,0,3458.63,3.5,2022-06-11
Producto 248,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2748.53,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 53,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5274.32,3.5,2022-06-11
Producto 40,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7338.0599999999995,3.5,0.0,0,0.0,0,0.0,0,6191.99,3.5,2022-06-11
Producto 277,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7436.29,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,22109.91,3.5,0.0,0,23215.41,3.5,0.0,0,0.0,0,2022-06-11
Producto 43,0.0,0,18624.0,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15657.460000000001,3.5,0.0,0,0.0,0,2022-06-11
Producto 23,0.0,0,0.0,0,0.0,0,0.0,0,27715.82,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 175,0.0,0,66153.83,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 278,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-11
Producto 2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4916.14,3.5,0.0,0,0.0,0,2022-06-12
Producto 7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5822.2825,14,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 8,0.0,0,7738.589999999999,3.5,0.0,0,0.0,0,8311.82,3.5,7001.589999999999,3.5,0.0,0,7738.589999999999,3.5,0.0,0,0.0,0,2022-06-12
Producto 9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7577.38,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 10,0.0,0,0.0,0,0.0,0,0.0,0,13300.295,7,10573.820000000002,14,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 279,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7976.51,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2947.54,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 121,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2762.13,3.5,0.0,0,0.0,0,2022-06-12
Producto 12,0.0,0,0.0,0,0.0,0,0.0,0,4198.36,3.5,0.0,0,0.0,0,3908.82,3.5,0.0,0,0.0,0,2022-06-12
Producto 13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6170.1050000000005,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 94,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2500.18,3.5,0.0,0,0.0,0,2022-06-12
Producto 69,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6328.97,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 28,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6619.74,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 29,8496.41,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 15,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11618.72,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 31,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6525.589999999999,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11834.960000000001,3.5,0.0,0,0.0,0,2022-06-12
Producto 71,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6240.724999999999,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 236,0.0,0,4968.97,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 21,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1688.28,3.5,0.0,0,0.0,0,2297.18,7,0.0,0,2022-06-12
Producto 101,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8055.339999999999,3.5,0.0,0,2022-06-12
Producto 176,0.0,0,25493.9,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 247,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5777.89,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 118,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9710.97,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 52,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3092.36,3.5,0.0,0,0.0,0,0.0,0,2922.2799999999997,3.5,2022-06-12
Producto 38,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3089.38,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 280,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5966.160000000001,3.5,2022-06-12
Producto 53,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5431.12,3.5,0.0,0,0.0,0,0.0,0,5417.54,3.5,2022-06-12
Producto 40,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5530.92,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 226,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10431.699999999999,3.5,2022-06-12
Producto 256,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14103.59,3.5,2022-06-12
Producto 207,0.0,0,11976.64,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 43,0.0,0,16481.530000000002,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,19812.389999999996,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15647.195000000002,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 281,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,30719.079999999998,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 184,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,65514.659999999996,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 274,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,30869.55,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-12
Producto 81,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2231.9,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-13
Producto 1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2860.57,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-13
Producto 25,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5571.6900000000005,3.5,0.0,0,0.0,0,2022-06-13
Producto 46,0.0,0,9690.679999999998,3.5,0.0,0,0.0,0,0.0,0,9448.41,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-06-13
